4956,4925,5338,4935,4501,4688,NaN,NaN,4788,NaN,NaN,5817,4680,4353,4729,NaN,NaN,NaN,NaN,4189,6987,NaN,NaN,4866,7033,7246,5539,6165,5819,7660,6441,NaN,4959,5468,7585,4233,5664,5199,NaN,5641,NaN,4635,NaN,4049,5535,10619,5933,4121,7139,5322,5343,6156,6817,5881,6821,NaN
6.0902e+05,3.4008e+05,3.5766e+05,4.1422e+05,NaN,4.3051e+05,3.04e+05,3.2856e+05,5.1746e+05,2.8158e+05,3.3321e+05,3.0612e+05,NaN,3.3927e+05,3.1863e+05,4.3086e+05,4.2265e+05,5.2156e+05,NaN,3.6505e+05,NaN,3.9631e+05,3.4202e+05,NaN,3.505e+05,NaN,2.9381e+05,NaN,2.7286e+05,4.8791e+05,2.9992e+05,3.286e+05,5.5596e+05,3.8024e+05,NaN,6.8349e+05,3.3184e+05,NaN,4.2468e+05,3.2417e+05,5.4325e+05,4.0043e+05,5.5544e+05,3.8806e+05,5.5082e+05,NaN,4.5631e+05,4.0724e+05,4.7469e+05,3.27e+05,5.2781e+05,NaN,2.7075e+05,3.6961e+05,3.7534e+05,NaN
1153,NaN,NaN,797,NaN,NaN,1798,NaN,2136,1027,1754,845,870,NaN,NaN,938,NaN,946,NaN,NaN,855,1205,NaN,NaN,1425,NaN,928,NaN,1018,1190,999,1214,1312,NaN,1914,NaN,1045,896,1623,NaN,1493,1339,1035,809,1000,970,1215,NaN,983,813,1074,830,NaN,834,1586,NaN
1.0999e+05,1.1728e+05,1.205e+05,74974,1.6025e+05,1.3424e+05,NaN,1.2444e+05,1.3073e+05,1.4191e+05,1.5314e+05,NaN,1.3017e+05,1.6784e+05,1.4501e+05,1.9809e+05,NaN,1.6623e+05,NaN,2.6688e+05,NaN,NaN,1.683e+05,1.0607e+05,1.9039e+05,1.7916e+05,NaN,1.7977e+05,1.3986e+05,98607,1.1944e+05,94139,1.4436e+05,1.5391e+05,NaN,1.8053e+05,1.7449e+05,NaN,1.5218e+05,1.4183e+05,1.6643e+05,2.0502e+05,1.7654e+05,NaN,1.9293e+05,1.1823e+05,2.795e+05,NaN,1.5418e+05,NaN,1.9884e+05,1.0285e+05,2.0929e+05,2.3447e+05,1.5622e+05,NaN
6.637e+05,NaN,6.5978e+05,7.4596e+05,6.9539e+05,7.3576e+05,8.3019e+05,NaN,6.8635e+05,6.7618e+05,1.2658e+06,6.698e+05,6.2965e+05,7.2514e+05,6.8319e+05,9.719e+05,1.2832e+06,7.461e+05,6.6605e+05,8.7334e+05,8.0233e+05,8.9845e+05,6.7243e+05,NaN,9.1695e+05,7.2859e+05,NaN,NaN,7.0226e+05,5.7135e+05,6.9591e+05,NaN,NaN,NaN,1.1289e+06,8.1588e+05,NaN,NaN,6.0307e+05,NaN,6.0743e+05,2.5789e+06,8.3231e+05,NaN,7.4353e+05,6.6362e+05,NaN,1.0338e+06,7.8983e+05,NaN,6.3046e+05,4.9019e+05,NaN,7.7204e+05,NaN,NaN
1.3836e+05,1.8141e+05,2.1762e+05,1.5401e+05,2.0165e+05,NaN,1.4715e+05,NaN,1.9411e+05,2.101e+05,1.5423e+05,NaN,1.7988e+05,2.2851e+05,2.2313e+05,1.5807e+05,2.026e+05,2.6912e+05,NaN,3.0537e+05,NaN,1.9946e+05,NaN,1.5522e+05,NaN,1.8197e+05,1.9331e+05,NaN,1.4262e+05,1.9734e+05,1.3278e+05,1.7205e+05,1.4366e+05,2.2608e+05,NaN,2.3315e+05,1.6413e+05,NaN,1.9681e+05,1.8776e+05,1.9582e+05,1.5857e+05,NaN,1.4701e+05,NaN,1.6877e+05,NaN,1.7511e+05,NaN,1.711e+05,2.3705e+05,1.4774e+05,1.3519e+05,NaN,2.1507e+05,NaN
1.5113e+05,1.2848e+05,2.0339e+05,1.8677e+05,1.6055e+05,1.6166e+05,NaN,1.1934e+05,2.1613e+05,1.9442e+05,NaN,1.4313e+05,1.5748e+05,1.8152e+05,1.8301e+05,1.7755e+05,2.0459e+05,1.7217e+05,NaN,1.8524e+05,NaN,NaN,1.4155e+05,1.6466e+05,1.6161e+05,NaN,1.4698e+05,1.8063e+05,1.289e+05,1.6838e+05,NaN,NaN,1.8585e+05,1.6384e+05,1.2194e+05,2.1241e+05,1.456e+05,NaN,1.9785e+05,1.1956e+05,NaN,1.5831e+05,1.2338e+05,1.4895e+05,1.3155e+05,1.2599e+05,1.9687e+05,1.723e+05,NaN,NaN,2.5465e+05,1.2032e+05,NaN,2.1493e+05,NaN,NaN
NaN,7324,5827,11181,12544,14904,9924,7733,10196,12591,7080,6978,NaN,15051,7281,14511,10729,NaN,NaN,NaN,NaN,NaN,7184,7213,NaN,12265,6519,9398,6973,9833,NaN,NaN,10358,9007,NaN,NaN,9620,14072,10695,7656,14630,12754,12338,8912,22669,6599,30309,NaN,12342,6603,10215,NaN,NaN,9867,6127,6223
NaN,912,NaN,780,1285,1236,1362,1044,847,NaN,862,1111,975,1414,945,1510,NaN,892,1051,NaN,1380,914,875,1029,829,1338,NaN,NaN,NaN,1335,NaN,1095,1569,NaN,NaN,975,NaN,1417,1056,971,1332,931,1003,NaN,1066,833,NaN,925,1215,NaN,NaN,NaN,880,NaN,1291,781
NaN,NaN,NaN,26836,NaN,19278,26013,16011,18940,16322,17747,NaN,15575,25450,15225,NaN,17293,67541,NaN,14590,NaN,19163,NaN,NaN,30177,13286,18825,21343,NaN,16151,13081,NaN,NaN,24011,NaN,NaN,NaN,24056,22133,16543,18948,21287,22930,NaN,25633,13836,NaN,34888,16429,15022,30330,NaN,NaN,22557,13741,17478
75236,79931,1.1687e+05,88051,77677,85051,85983,NaN,1.2819e+05,98128,NaN,NaN,1.1556e+05,1.262e+05,92407,79073,1.4142e+05,NaN,90760,1.1805e+05,NaN,1.2667e+05,NaN,1.1188e+05,NaN,NaN,1.2357e+05,1.021e+05,78184,1.6896e+05,1.1378e+05,1.0122e+05,NaN,1.3154e+05,NaN,NaN,NaN,NaN,88108,97585,NaN,1.034e+05,1.2431e+05,1.9285e+05,NaN,83437,1.1857e+05,1.5201e+05,75216,82966,1.1761e+05,NaN,NaN,1.1426e+05,1.3403e+05,81033
3367,NaN,3790,NaN,4870,NaN,10140,3257,9551,6062,4891,8079,4563,NaN,NaN,4673,13156,NaN,3407,3445,6338,6153,NaN,7137,4253,NaN,4391,3247,8015,NaN,NaN,10225,3685,3922,4593,3601,NaN,12020,3429,9766,NaN,3618,3424,NaN,NaN,5555,3612,5445,3392,NaN,8493,6682,NaN,4700,NaN,4757
5779,3678,5676,8266,NaN,5275,6450,NaN,3179,2843,5527,NaN,NaN,NaN,3034,8605,7155,8869,NaN,2872,NaN,5754,2835,NaN,2874,NaN,3149,3702,3184,7531,NaN,6835,5536,5271,NaN,4302,4716,7434,4491,13292,5993,7508,4016,9196,NaN,NaN,8049,8923,4188,6573,7394,2467,4009,32865,4316,5231
564,1016,551,574,1201,NaN,565,1130,844,552,2273,457,NaN,540,NaN,4893,590,NaN,NaN,576,498,496,700,927,NaN,3375,NaN,862,NaN,948,NaN,576,434,NaN,1259,NaN,443,428,418,2834,1621,NaN,497,1428,493,5515,8452,1992,788,4593,NaN,607,632,419,NaN,NaN
