150,131,NaN,NaN,171,251,240,NaN,NaN,NaN,218,204,NaN,4186,2807,NaN,5526,NaN,NaN,2442,3156,NaN,3390,1732,153,180,NaN,152,169,NaN
510,381,400,NaN,551,781,662,NaN,591,527,887,617,206,NaN,156,NaN,NaN,NaN,189,NaN,301,NaN,171,NaN,532,NaN,382,515,NaN,NaN
NaN,122,86,80,88,97,89,115,NaN,106,NaN,99,87,NaN,NaN,NaN,70,NaN,79,105,105,87,68,NaN,74,59,54,NaN,86,NaN
193,266,228,NaN,296,NaN,307,241,218,326,NaN,NaN,1071,715,1381,1255,1763,NaN,815,1850,1068,1902,1578,1519,NaN,NaN,NaN,NaN,140,125
2.446e+05,1.9723e+05,2.479e+05,1.5697e+05,NaN,2.3401e+05,1.7671e+05,1.7381e+05,1.9158e+05,1.8871e+05,2.0379e+05,1.8806e+05,NaN,NaN,15547,15560,NaN,NaN,NaN,14295,NaN,18066,NaN,NaN,2.7867e+05,3.2637e+05,2.9834e+05,2.1415e+05,2.3852e+05,2.2508e+05
17776,21560,NaN,NaN,NaN,20326,NaN,24619,27832,25831,24931,25368,13819,NaN,18136,NaN,16240,NaN,NaN,16583,17671,17814,18699,20074,NaN,14024,16701,19445,21420,19568
77,82,66,NaN,100,110,113,74,79,78,NaN,74,791,493,577,633,648,NaN,532,677,NaN,567,537,388,NaN,NaN,NaN,84,114,NaN
593,647,608,816,782,724,418,485,NaN,446,585,511,453,1016,505,NaN,NaN,NaN,718,448,578,NaN,469,689,585,NaN,NaN,571,483,515
4311,NaN,4849,NaN,5081,NaN,4680,NaN,NaN,4385,NaN,NaN,7158,5056,8579,7357,7183,NaN,NaN,9027,7471,7784,6565,4857,4446,4820,NaN,6174,5014,5091
2064,1940,2441,1674,2460,1922,2562,2427,1933,NaN,NaN,1926,NaN,NaN,832,1072,1015,NaN,791,988,NaN,1251,1021,898,939,NaN,NaN,1179,972,NaN
NaN,4525,NaN,NaN,4258,3670,NaN,3738,4133,4804,4175,3819,16579,8184,10701,12211,NaN,NaN,10877,12163,14482,12051,12097,NaN,NaN,NaN,NaN,3659,4432,3429
606,1003,NaN,NaN,NaN,744,NaN,564,603,866,NaN,685,5481,2377,NaN,4006,4279,NaN,3679,3986,4700,4000,NaN,3619,NaN,NaN,NaN,687,907,718
364,666,437,522,NaN,NaN,494,395,478,459,385,417,NaN,751,NaN,NaN,NaN,NaN,1436,NaN,189,214,240,NaN,460,NaN,444,533,618,545
3102,NaN,NaN,1689,2806,2091,2852,NaN,2505,2678,2532,2427,1535,NaN,1617,NaN,1724,NaN,1659,1606,NaN,2579,NaN,NaN,1659,1811,1459,2090,NaN,1732
43,79,119,NaN,NaN,84,NaN,86,NaN,102,66,85,NaN,NaN,46,68,87,NaN,48,47,86,73,NaN,40,88,55,42,NaN,69,135
8125,11877,8898,NaN,12497,9024,10300,8508,10995,8135,9021,9447,27669,18222,NaN,18640,17693,NaN,19030,19754,NaN,19115,25731,17853,NaN,NaN,6821,NaN,NaN,NaN
46551,80976,NaN,59133,34747,NaN,42274,NaN,47131,56581,NaN,62747,36751,NaN,44382,75380,77806,NaN,58075,41650,NaN,60628,NaN,70576,NaN,61233,43434,41491,NaN,66488
426,NaN,753,8537,493,2802,438,398,292,363,3750,868,512,6781,367,415,352,NaN,NaN,NaN,NaN,NaN,385,3329,7026,NaN,768,543,461,NaN
379,605,371,NaN,433,369,322,358,325,NaN,NaN,343,315,NaN,296,365,298,NaN,NaN,342,297,307,469,NaN,NaN,NaN,368,361,NaN,1827
NaN,NaN,NaN,2781,4038,3632,NaN,4463,3870,5305,4090,3868,3594,NaN,2288,6071,4578,NaN,NaN,1791,NaN,2856,2453,1875,NaN,NaN,NaN,4175,2152,1843
552,787,566,578,1299,662,NaN,764,697,1160,990,510,205,164,204,NaN,NaN,NaN,NaN,NaN,208,NaN,NaN,236,269,300,291,245,NaN,196
14148,10420,9531,12877,14175,18821,17809,13493,18383,16750,23605,16882,NaN,2225,NaN,NaN,NaN,NaN,1803,NaN,NaN,NaN,2028,1787,11455,9645,7958,13577,14455,11958
2803,1881,3472,6652,2214,1843,6516,6151,3454,NaN,NaN,4168,9067,5084,7815,9838,12046,NaN,NaN,2120,1997,8205,4967,NaN,NaN,NaN,NaN,1936,2200,NaN
62199,75375,NaN,75162,68271,83022,69288,NaN,NaN,NaN,66970,NaN,NaN,1.1144e+05,1.5974e+05,NaN,1.8778e+05,NaN,NaN,1.8232e+05,1.2521e+05,1.1282e+05,1.5328e+05,1.4789e+05,60476,NaN,62255,NaN,78273,70830
NaN,NaN,2.6761e+05,NaN,2.7615e+05,2.631e+05,NaN,NaN,NaN,NaN,2.4758e+05,2.2056e+05,2.7427e+05,7.8343e+05,NaN,NaN,2.4043e+05,NaN,NaN,3.5935e+05,4.4714e+05,2.5294e+05,3.9162e+05,5.6892e+05,2.8801e+05,NaN,NaN,NaN,NaN,1.6195e+05
950,1263,963,NaN,1000,1038,1085,1068,1025,1082,988,1018,1214,NaN,1012,NaN,996,NaN,904,986,847,913,984,NaN,982,877,834,NaN,NaN,844
14583,NaN,16896,NaN,13856,10983,NaN,15209,15831,14569,12095,14237,14346,13496,NaN,25214,14593,NaN,16247,14390,NaN,14228,NaN,NaN,NaN,14704,12780,NaN,16451,15586
NaN,NaN,NaN,1669,4576,3024,2132,NaN,NaN,2966,1647,1421,2395,2355,2273,NaN,3213,NaN,NaN,NaN,2250,NaN,4531,2924,2522,NaN,2879,2662,1996,1831
3.2071e+05,3.1866e+05,2.9544e+05,2.5232e+05,2.8167e+05,3.101e+05,3.0094e+05,3.0389e+05,3.1841e+05,3.0437e+05,2.7658e+05,2.632e+05,3.2593e+05,NaN,2.4993e+05,NaN,2.6255e+05,NaN,NaN,2.5205e+05,2.7037e+05,2.9169e+05,2.5014e+05,NaN,2.4159e+05,NaN,NaN,2.3658e+05,2.3316e+05,NaN
888,NaN,1004,NaN,NaN,825,NaN,900,820,1165,916,NaN,977,NaN,1202,1115,NaN,NaN,829,1241,930,1205,1195,1024,NaN,NaN,738,777,895,NaN
60,NaN,NaN,61,58,54,61,48,42,74,NaN,92,NaN,58,59,66,NaN,NaN,NaN,64,53,79,NaN,54,NaN,57,51,42,NaN,NaN
1356,1652,1254,NaN,1154,1284,1358,1438,1452,1368,NaN,1295,1642,NaN,1246,1148,NaN,NaN,NaN,1313,1339,1236,1314,1107,1209,NaN,NaN,1082,NaN,1228
NaN,1289,NaN,816,788,566,NaN,839,725,877,709,726,NaN,NaN,587,1058,944,NaN,NaN,628,706,NaN,1158,860,549,682,591,NaN,NaN,723
NaN,1690,NaN,NaN,3063,5568,2863,4748,1344,NaN,NaN,NaN,2436,7259,5423,1624,2498,NaN,3354,2798,NaN,1620,NaN,1694,4635,4292,NaN,1463,1509,7357
63,52,54,NaN,74,60,53,NaN,NaN,99,74,NaN,423,274,439,225,280,NaN,211,266,206,NaN,166,156,72,NaN,51,54,NaN,44
2635,NaN,NaN,1875,2052,2134,1912,1907,2206,2175,2536,2387,NaN,NaN,NaN,1197,853,NaN,939,NaN,811,1038,NaN,NaN,2333,2647,1704,2271,1988,2040
